content;label
This. They will say white separatism is dangerous because it inherently leads to the genocide of non-white people or whatever, but if you try to point out that their agenda is leading to the disenfranchisement, displacement, and genetic annihilation of white people in their own homelands, they will just laugh and say you deserve it. The mask drops very quickly as soon as they feel like they have the upper hand;1
Not until you rebuild our confederate statues in solid jewish gold and pay restitution for the suicides and businesses lost during covid lockdowns and the stolen election and the white genocide of the vaxx destroying the human race forever making humans part animal dna. You fucked up attacking our race and heritage. We do not forget. We do not forgive. Enemies forever.;1
Why do people here act like every white girl is into niggers. Most of the couples i see are white/white, i live in an area with a lot niggers too. Even the trashy poor ones date wiggers instead of blacks. Why do anons fall for obvious ragebait;1
There are a lot of parrallels between Attack on Titan and how white people are treated these days. Just like the Eldian's, white people in America and Western Europe are targeted, ridiculed, tortured even in their own lands, and told they are evil sinners and the only way to pay for those sins is genocide/wiping out your own history. The calls for genocide and the active replacement of white people is no secret so what is the best way to avoid confrontation at this point? Is there anyway for a peaceful resolution or are we past that point and violence becoming the only option?;1
>>390194210 >your son will be a mixed shitskin with shit genes I knew you were a spic. I said I wouldn't breed a nonwhite but you would have seen that if you wiped the taco grease out of your eyes.  >le me cool nazi Yes.;1
They fought so hard for white Europe that they made you serfs and intended to genocide you. Like Bandera, Hitler saw you all as the same subhuman who'd go into a camp eventually. He fought for Germany and Germany alone.;1
"The Corporate Elite in America have used the word ""Jew"" as AstroTurf. Look, the Powerful Jews in America are evil, but so are the most powerful Christians in America, the most powerful Catholics in Europe, The most Powerful Muslims in the East. All Evil.  The corporate elite (Vanguard, Black Rock, mostly) have used this to divert attention and hatred towards ""Jews"" as a blanket term, when in actual fact the hate should be towards the corporate overlords, which if you look at it are not only Jewish but also Christian and Catholic.  Why do you think Americas laws are bound to Christian religion and not any other? Roe v Wade is a great example. Interpretation of Qur'an and some versions of Torah accept abortion up to like 10 weeks. The only common enemy we have are the corporate elite, and the religious Extremes";1
>Be NatSoc >Blame the Jews for all your problems (I personally believe that Jews are incompatible with the West as well.) >Fails to address that Whites, your own people, are actually the main reason for allowing them into the West to begin with. >Fails to address that Whites are the main foot soldiers for GloboHomo, despite still being a majority. >Claims it is because the Jews are in control of everything, but somehow Whites are the master race. If Whites are truly the ?master race?, then how did they let their own countries degenerate to such a point in the first place? If race is also important, then why do the majority of Whites not seem to be concerned about the hordes of immigrants flooding Europe and America? Such answers are the same answers given when Africans blame Whites for all their problems. >Inb4 ?muh JIDF shill!?;1
>>390345316 SLIDE THREAD >If Whites are truly the ?master race?, then how did they let their own countries degenerate to such a point in the first place? If you are such a highly evolved being, how come you have a parasitic tapeworm in your fat Jew gut?;1
Democracy has failed Dictatorship has failed Secularism has failed Liberalism has failed Communism has failed  IT IS TIME FOR KHILAFAH;1
">>390343230 >>390343335 (you are too hylic to find God, like jews)  >>390343523 >>390343525 >>390343892 >>390344058 >>390344110 (no really, are you Orthodox you stupid cum eater?  >>390344755 >>390344566 >>390344426 >>390343653 >>390344805 >>390345182  QUICK THEY FOUND US, PRETEND WERE TALKING ABOUT BROWNIES NOOOOAAAOOO AAAAAH   OK so fuck you kikes, all leave.   >>390343650 You're welcome breh. Try to filter the kikes in here, they LARP as X side attack -AND- Y side and instigate X-Y inter rivalry against us. If there's no Y side they'll get to work to create one. Example when mysterious voices appeared and tried to shill ""Nazbol"" in here against true anons, same they do with ""paganism"" and think they're clever. They're just a bunch of jew bitches IRL.";1
>>390345296 Jewish/golem shills are pretty noticeable. They don't have anything to say for their beliefs, they just use it to attack Christianity. I have alt accounts, including one as a Jew, and I see what Jews say in private. I just read. They seethe. Unless someone can put up an alternative that works, I'll presume they're a shill now.  >>390345723 Levantines aren't dark-skinned though, so he's right there. You mentioned that you're Iraqi, so you're probably aware of just how light-skinned Levantines can be.;1
It's time to change this Dar-ul-Kufr into a Dar-ul-Islam by removing Democracy and establishing the Khilafah!;1
Allah (swt) has made Jihad obligatory in many verses of the Noble Quran and ahadith in the Prophetic Sunnah. Many Muslims of world are waiting for the takbirs of the lions of Pakistan?s armed forces, the thunder of its tanks & the roar of its fighter jets;1
"I'm 18 years old, graduated high school in May.  My retarded parents didn't save up ANY money for my college (despite making over 6 figures a year when you combine their income, and taking constant vacations to Italy, Mexico, etc). Over the past Summer I've been wageslaving at a fucking Taco Bell to save up money for college. I have enough now.  My plan was to simply go to the local community college for 2 years, which was cheap (I ALREADY have the money for it from my wagecuck job), and then transfer out the last 2 years to a good state university and finish my STEM degree, and take out a small student loan (was planning to go into medical (X-ray tech maybe) or programming, hadn't decided yet. Perfectly good, safe plan.  This imbecile wanted me to join the military, which I was OK with, until I found out that they make you take the COVID vaccine on top of 100 other mysterious experimental vaccines. I told my dad fuck no, he chimped out at me and threatened to kick me out, after 2 months of not talking to each other he finally relaxed about it.  My IDIOT fucking dad literally chimped out at me and threatened violence to me when I told him this was my community college plan tonight. Like, literally, straight up chimped out. He's lost his fucking mind. This retard is HELL BENT on making me move out for no fucking reason. I cause zero problems, keep to myself, am quiet. He insists I need to ""get out there"" into the world. He's also offering zero fucking financial help. Even when I talked him into how cheap community college is, he wanted me to go live in the DORM at the community college (tiny house for international students) that costs like 2000/month, when our house is five fucking minutes away. Retard, if I move out, I could only afford a nigger hood, and no college!  I'm in awe at this subhuman, truly I am. I legit almost bashed his fucking face in, but stayed respectful & calm.  Am I in the wrong here? Wtf? Why the actual fuck are American parents like this?";1
>>390345115 >These fucking limp-dicked, jew loving, cowardly, unamerican, cultureless scum destroyed America Indeed.  >>390345139 Thanks lol  >>390343803 reminds me of my dad lol;1
The Jewish entity bombs Gaza at will. It is upon the Muslim armies to answer with Jihad fisabilillah, which the only answer for Muslims and the humanity under today's capitalistic oppression;1
>>390344181 Probably by not spending too much time on the electric jew we call the internet.;1
">>390344922 what is a ""crypto-Jew"". Serious question. Is it like a crypto-currency thing?";1
Silence of our Muslim rulers is sin, only via jihad this act of blasphemy will end for once and all  Muslim rulers today obey their colonist masters in the west  Only under Khilafah jihad is possible;1
We will not let anyone slander our Prophet SAWW. We will remember each one of them till the Khilafah revives back again. The real justice will be when the armies of Khilafah will crush the blashphemers.;1
Kuffar will never be lenient on the Muslim Ummah no matter how much you appease them untill you adopt their deen i.e Secularism. Only solution to all problems is the re-estalishment of Khilafah.;1
O Muslims of Pakistan! The Messenger of Allah (swt) said, ?Indeed, the Imam (Khaleefah) is a shield, from behind whom you fight and by whom you are protected.? (Muslim). So establish Khilafah & liberate Kashmir. #KhilafahLiberatesKashmir;1
>>390347668 Yes, there's nothing more right-wing than sucking a jew cock. Holy fuck, why are Finnish posts so abhorent now?;1
Except for the holy war(jihad) where all mushriks, murtads & kafirs would be brought to justice by chopping off their heads as per the orders of Allah(SWT);1
Ya ayyuhal Muslimun! Call for the establishment of the Khilafah so that a just and capable Khalifah can be appointed upon us. He will implement the law of Allah (SWT) and call for Jihad Fi-sabilillah against the Kuffar. #Time4Khilafah;1
>>30422643 If I am drained of cum I am happy, and I am energized after a good rest that is garaunteed  to happen whenever I am drained of cum.  Money is replaceable, I'm not a jew;1
>>390346561 And honestly, when I read 4chan, I become happier, like in old soviet anecdote. Abram asks his neighbor: - Rabinovich! I heard you read anti-Semitic newspapers! - Well, yes, I read. - How can you! You are a Jew! - It's very simple. At first I read Jewish newspapers. There is such a depression, I tell you! Everyone wants to exterminate the Jews, there is anti-semitism, problems all around, everyone is crying... I literally couldn't sleep! And now I read the anti-Semitic press - and what do you think? The Jews rule the world, they have captured everything, they are the richest, they decide everything everywhere!;1
we must help indian muslims to become strong for the further war , which is obvious , they must consitrate on weapons , unity for jihad  & politics! Allah swt won't punish you if you zabh camel instead of cow in fear of saving your live but not labaling cow haram for zabh in idia;1
Pakistan is a nuclear power, Turkey has an excellent air force and navy and Egypt has a strong infantry. Why aren't the rulers of these countries calling for Jihad against the Kuffar? Verily, only a capable Khalifah will call for Jihad.;1
Where are the sincere Muslim armies?! Where are the Pakistani, Turkish and Egyptian armed forces?! Why aren't the capable Muslim forces helping the Muslims in Palestine?! Establish Khilafah and call for Jihad Fi-sabilillah.;1
>>390341315 >What is Chitin? >What does it do to my body? Find the answer to these questions and find out why the Jew wants you to eat the bug.;1
With Palestine under attack again by the Zionists, what needs to be done is calling for Jihad against the Kuffar and freeing the Muslims in Palestine of the oppression they face every single day.;1
"Previous: >>390344444 Timeline /tug/: https://files.catbox.moe/iupdck.pdf  ?WARNING Be aware, any /chug/ thread that uses globohomo nuspeak wording in the OP (such as Kyiv) or cites UKROP sources (like video game footage) are fake shill threads. >By posting in these threads, you recognize Israel controls the NATO Council and you irrevocably denounce the Talmud out of your own volition  ?Latest >Ukraine shells Zaporozhye NPP >Russia condemns Israeli airstrikes on Gaza >Turkey, Russia agree to trade in rubles, deepen relations, western govs alarmed >Medvedev: Russian Forces returning to the residents of Donbass lands that were ""criminally acquired"" by Kiev >LPR reports no AFU shelling recorded since August 1 >Russian forces storming Avdeevka and Peski in the Donetsk Oblast >Zelenskyy asks government to look into legalizing gay marriage - http://archive.today/dCRdS >Zelenskyy: ""We cannot completely break the advantage of the Russian army in artillery and in manpower... especially in Donbas and other directions. It's hell there."" - http://archive.today/jNUaq >Russian Foreign Ministry backs Serbia, says Kosovo and its foreign backers are trying to trigger war >USAF grounds its fleet of 300 F-35s over faulty ejection seat - http://archive.today/RE8A3 >At least 50 AFU POWs killed, 130 wounded, in HIMARS strike on DPR prison in Elenovka. Only 8 Russians wounded. >Major Gazprom pipeline cuts gas flow to Europe to 20% capacity >Peskov: citizens of liberated regions will decide their own future >Russia, Ukraine, Turkey, sign deal allowing grain exports from Ukrainian Black Sea ports >Wagner unit captures Uglegorsk Power Station in Svetlodarsk >SBU tried to bribe Russian pilots to get su-34 and ended up getting their own AA hit  https://t.me/s/intelslava https://t.me/DonbassDevushka https://t.me/s/CIG_telegram https://t.me/s/BellumActaNews  ?/chug/ https://rentry.org/chug2022  ?Z Radio https://zhizn-fm.ru  ?Audio thread currently n/a (jannies are niggers)";1
London niggers are seething about white people moving back into London and are now crying about their culture and communities being replaced. No words from them about the native English who lived there before them, though. HAHAHAHAHAHAHAHAHAHAHA  https://twitter.com/KwajoHousing/status/1556603499147829255 https://twitter.com/ricyeboah/status/1556655057990569985 https://twitter.com/sih4am/status/1556584017796947970;1
>>390347849 >Only Azov Battalion are openly National Socialist but it's only a facade because their founder is a jew billionaire. They are just being used in this war as cannon fodder. Ninth-post-best-post. Useful idiots being sent to their deaths by kikes.;1
>>390349012 >dumb nigger can?t remember a conversation five minutes ago The point was that both sides are Jew owned and trump is also a Jew owned faggot. Q is also fake and gay and a psyop, does they remind your small nigger brain of the conversation?;1
O Generals of Armed Forces of Pakistan!  Do you have no shame? Do you have no love for Prophet Muhammad (SAW)?   This blasphemy is a slap in the Ummah's face.   Establish Khilafah and call for Jihad Fi-sabilillah against the Kuffar.;1
The western Kuffar split the Muslims into different nation states and weakened the Muslims and now they are commiting blasphemy against our beloved Prophet SAW. Establish Khilafah, unite the Muslims and jihad against the Kuffar is the only solution.;1
>>390343986 LMFAO I spoke to a jew about the cube and he practically said the same fucking thing.  >we dont actually worship the kike cube it just helps us in prayer!11;1
The Kuffar will only understand the language of the sword i.e Jihad Fi-sabilillah. That is only possible when the Khilafah us established and the Khalifah sends his armies towards the territories of Kuffar.;1
"The Ummah has lost hope in these ""leaders"".  It will be the sincere Khaleefah in the coming Khilafah Rashidah who will mobilize his armies to liberate Kashmir. The time isn't far. InshaAllah. #Time4Khilafah #KhilafahLiberatesKashmir";1
">>608466127 >it's another ""gaydditor tourist trying to rewrite 4chan history"" episode Within the first day of 4chan, five insults appeared, in the following order: retard, faggot, nigger, dumbass, kike. Pretending that looking down on gays, jews, and blacks isn't part of the default 4chan culture is as close to outing yourself as an invader as it gets.  We were posting happy merchant and around blacks never relax cartoons before your mother tried to unsuccessfully abort you.";1
The honor of prophet of Islam(saw) is our aqeedah. The kuffars have to face the full brunt of the Ummah. A call for Jihad would hv been given under the shield of a Khalifah. Merely boycotting for the blessed honor (saw) is a defeat and humiliation in itself;1
>>390352675 Comics are kike tails of imagination because jews are weaklings and universally hated, so their young boys dream of being individually powerful instead of getting raped by their pedo elders, and beaten up all the time by niggers and goy.;1
Call for Khilafah against the oppressive Hindu regime that is oppressing Muslims in India so that the Khalifah calls for Jihad and frees the Muslims there of the oppression they face.;1
>>390346468 EU needs to consider invading Ukraine themselves. FUCK THIS COCKY KIKE SHIT. Scoundrel Ukrainian kike and golem shit.;1
We must establish Khilafah, the system of Islam, and let the lions of our capable armed forces march into Kashmir to liberate our brothers and sisters, who are brutally opressed by the ruthless Hindu army!;1
>>390334080 The kike golem stealing classified information to be use by kikes to bribed and extort political favors for kikes and Israel. Faggots still defend this maggot.;1
The Madinah State was the state where the Hukm of Allah (swt) was implemented, regardless of material loss. Jihad was not abandoned. It is the command of Allah (swt) to liberate Kashmir via Jihad, regardless of the choice of the rulers #KhilafahLiberatesKashmir;1
>>390345465 >God is a jew Kike tripe  >I'm nit atheist you retard What are you a jew, a satanist? same thing.  >>390345642 Why SHOULDN'T you be is right answer  >>390345723 >>390345928 >>390346393 >>390346398 (rofl, nice try kike)  >>390346997 >>390348051 >>390347784 >>390349499 >>390350334 (varg, lol) >>390350627 Is is time to either admit you are jews shills Or, become Orthodox.  >>390345842 Yeah, they're starting to see its no use to shill forever.;1
Nothing is for hindus. This world was created by Allah (SWT), every resource every fibre of your body every sub-atomic particle belongs to Allah (SWT). How exactly isn't every 9th out of 10 muslim craving Jihad against these mushrekeen? It's our job.;1
BEWARE OF MURTIDEEN....MULHIDEEN...MUNAFEQEEN....MUSHREKEEN....KAFIREEN.....AROUND U....KILLTHEM WHERE EVER U FIND THEM....QITAAL AND JIHAD R ALLOWED IN ISLAM....OR THEY WILL KILL U....IN SELF DEFENCE.....LAST PROPHET PBUH PICKED UP THE SWORD.....REMEMBER;1
Mother Nature is racist. Any race that does not defend itself will go extinct. Survival of the ancestor/self-valuing.;1
"Same story If you're non-white you're taught to ""be proud"" but if you're white and proud you're a ""racist""!!! and jews are the perpetual victims. Blacks are the ""living proof"" of white oppression. Asians are ""superior"" to all. Hispanics are the ""cultural truth"" and Arabs are the ""poor, misunderstood angels"".";1
After being put in the Facebook gulag for some time, the page is back and ready to fight White Genocide!;1
Europe is waking up https://goo.gl/ua6mzs;1
A good truism! Stop #WhiteGenocide !;1
Know your foreign enemy and open fire.;1
Very good video, share amongst your friends and family! A lot of footage censored from our Anti-White media.;1
White People, this is how verified (Twitter Approved) think of you and your families. Not only do they want to Genocide our people through MASS immigration and FORCED integration programs to breed us out. They encourage us to kill our kids! #StopWhiteGenocide;1
"A ""United States of Europe"" idea was rejected by Patriots in Europe today. The idea was put forth to put down resistence to the flow of refugees that is ""Diversifying"" Europe today. As we all know TOO well, Diversity is just a Code-word for LESS WHITE. This is also a good time to remember that WHITE Genocide, that is the destruction of our people, is not something specific to one country or continent. Anti-Whites want ALL our people destroyed. It's a global fight. #StopWhiteGenocide";1
Every Western White countries are under attack from White Genocider... I think it is time we give them what they so desesperately want from us: True and Utter racism. Let's demonstrate how much of a folly it is to wish for some things, because they just might happen. If white skin makes us racist from birth, fine. But a true racist exterminates any other ethnics.;1
If the men that stormed the beaches of Normandy knew that their victory would lead to this moral cess pit, they would have walked up those beaches and joined the Axis forces in their crusade to smash communism and liberalism.;1
Jews openly encourage and celebrate White replacement in our own countries.   But we?re the bad guys for wanting them all repatriated to Israel?! Pfffft;1
The FBI is gay;1
Fuck the Feds. It?s not the feds, it?s the Jews;1
Trump is aware of what is coming, that?s why he created the Trump Check.  Trump Checks will save your life because he knows what is coming.  Covid-19 was just the test, they isolated us from everyone and made us poor!  You don?t know what is coming, prepare yourself.   The stocks are very low after Trump published them, we are sorry if there won?t be enough for everyone! Get at least x100 and thank me later.;1
Fire all of them & make sure they never work in law enforcement again!;1
Im afraid fbi might plant something. Dems have been full of lies and getting away w it anyway. Planting something might be next step for psycho democrats/deep state operatives.;1
Defend your #Whiteheritage and have some #Whitepride;1
Good morning to everyone except the sorry af corrupt FBI!!  They can go fuck themselves!!! ????;1
The FBI is the enemy of every freedom loving American.;1
If you don't have hatred for the Rawafidh mushrikeen You haven't understood the meaning of ?? ??? ??? ????;1
Harming a Muslims becouse of his religion is a nullifier. When people make takfeer on Taliban on such grounds I won't blame them.  PS: The sheikh hasn't mentioned any group.;1
">>390480179 You're a fucking moron. Dehumanize yourself and face to bloodshed. Your MANY enemies did long ago. They want you dead. They want to rape your children. They think it's funny.  >>390480430 You need rope, motherfucker. You are already extinct, jew.  >>390480735 No one here wastes any time or energy ""debating"" filthy disingenuous yid faggots. Go play in traffic, and await your turn on the Rope ride, jew.";1
>>390470282 I only hate niggers & kikes. You know whether you're a nigger or a kike or not. The Bible also says not to breed outside your own people.   get fucked nigger jew satanic faggot boy lover!;1
America is occupied by a hostile regime, much as when Nazis controlled Paris. Comply when you must, resist when you can, recognize we are facing true evil.;1
>>390470325 Jesus was an Israelite calling out the nigger bloods aka the nigger jew for not belonging to his people.  Jesus was the Pure of Pure the Holy of Holy. It's why kikes seethe so much at the mention of Jesus because jews and niggers are sub animal by blood.;1
If Muslim troops can be sent around the world for the UN, why can they not be sent to Palestine for Jihad in the Path of Allah (swt) by the Khilafah?!;1
>>390468496 >>390479589 Imagine the presumptions and arrogance of first of all claiming who or who doesn?t have a soul and secondly basically saying ?god isn?t allowed/can?t do that?, god can do whatever the fuck he wants and I think he hates you.   This is why god hates you rats, never forget that you aren?t actually a jew but a disgusting genetic aberration mudblood arab who claims he?s jewish in an attempt to steal an inheritance like a nigger whitewashing himself to pretend he deserves a cut. But remind yourself that YOU are the one who took it this far, couldn?t be content with your shitshack in a desert could you? Had to keep jammering about ?muh goyim slaves I need ?um?. We already know what you are going to do. If we win you will wish for death but it shall not be granted, your name and lineage will be dashed and ended your name forgotten and nobody will call you ?the jews? because you aren?t weren?t and never will be. Your heart is dark and filled with evil. You will never escape, you will be judged and you will kvetch for all eternity.;1
The distance to Palestine is no obstacle for the Muslim soldier, who wants the Jannah whose width is that of the heavens and the earth.  Establish Khilafah and lead the army of millions ready for martyrdom.;1
>>390479390 Your idea of what the nazis wanted to be is very off the mark.  They were not jew murderers... they were heroes and saviors of the west on their own view.;1
It is the glad tidings of the Prophet (saw) that the Muslims will fight the Jew before the Last Day. Let the Muslim armies achieve this glad tiding and march towards Palestine under the banner of Khilafah.;1
Islam has declared Jihad an obligation. The Muslims of Kashmir & Palestine are waiting for the roar of the armed forces of Pakistan, their tanks & fighter jets. They should use these resources to fulfil the duty of liberating the Muslims from the infidels.;1
>>883623701 White women don't support BLM you idiot. They are just as demented as the men.  >but if it weren't for massive faggots aka the other races  Fuck off cunt. The other races don't support genocide. That's why most non-whites support Black Lives Matter.;1
jihad is obligatory until we liberate all this lands from kuffar and their slaves (secular regime's );1
">>390472061 If you look at demographics and at the patterns of modernity on fertility, and look at it globally, our situation isn't actually bad long-term, it's bad short-term.  Secular Liberalism is child murder. Period. And every group that adopts it is doomed--also period.  Jews, particular the Jews who present the largest problem, are a dying breed. 80% of their women marry outside of their race if they marry at all, and they have very few children. So our descendants will not have to deal with Kikes because their anti-white shitlib genocidal atheist shit hit THEM harder than it hit us.  Niggers and spics are not immune to propaganda. Quite to the contrary they suffer from it more severely than whites do--white people make up the lowest percentage of homosexuals and trannies in the nation, and most ""white"" faggots and troons are Jews.  The Amish, meanwhile, literally cannot be stopped. Nothing short of a deliberate unambiguous genocide will prevent them from becoming the dominant ethnic group in America by 2150. Curtis Yarvin did some pretty hardcore statistic analysis and estimated that the US will remain majority nonwhite until about the 2090s, at which point whites will become the majority again because the conservative Christian culture is the only viable one.  It is not a question of whether or not we win. Of course we will. We're the superior race. The question is how much our people will suffer in the IMMEDIATE. Not whether our great-grandchildren will triumph, but whether our children will suffer or not. These faggots and trannies and kikes are constantly seething, constantly anxious, because they KNOW this. That is why they are trying so hard. It's desperation. They're fighting a losing battle against time, and their only relief is to try and inflict the terror and pessimism that they (rightly) feel against YOU.  Draw strength from it, but never allow yourself to succumb to it.";1
>>13774632 why black people you may ask? because it is the only race with dominant genes that is dumb enough, aboriginals and some pajeets may be dumber but their genes are nowhere near as dominant  so what is happening with black people today? 12 years ago the current levels of racism didn't exist, in fact people thought racism was over, but as we look now it is only becoming worst and scalating, why? because the whites that gave you all the power are promoting racism against black people now, why? because the days you are no longer needed are nearing so soon they will get rid of you.  Whites are virtually extinct, whites under the age of 40 years old are only 300 million, this means white societies are pretty much extinct already, if the people that control the world wanted it they could get the entire western world blacked in 20 years, but they are not doing it because they still need whites to defeat their enemies, China, after that they will finish the genocide.  so what is the future of black people after that? the same as whites, Africa will become mixed race like the rest of the world and they will use asians, arabs, latinos, and pajeets for that, in the end the entire world will become very similar in looks with south indians and the only whites left will be the rulling class  you will live to see with your own eyes the persecution and genocide of black people because we are already in the endgame;1
After seeing this picture, does Islam teach us peace? Absolutely not?? Only Jihad is necessary to fight with @Israel  and inshallah there will be a day when we finish @Israel  from the Earth. We are Muslims, if we will get martyred we will be called Saheed??;1
>>390446347 >We write fantastic literature. Our intellect is unmatched to all other races on this planet. Sneaky. Always trying to bend the rules. Replace the word 'We' and 'Our' with White/s, and 'unmatched' is open to interpretation. >While concerned, I am excited to see what the collect White race will do in the face of such adversity such as this impending genocide Wtf does this mean? This isn't a compliment. You talk like an outside observer.;1
Without Jihad this World cannot be Peacefull untill all believers get defeat! We have started a Cyber Jihad against you people. Because you people are attacking Islam & Honor of Muhammad PBUH in Cyber World! Islam will lead the World Soon! Inshallah. ?? ???? Ready;1
>>32582076 9/11 was a farse  Moon landings did not happen.  Astral projection is real  >>32582147 So basically you?re a wehraboo pol retard. Hitler himself was the biggest cause of white genocide more than jews combined now, if he was pro white he wouldn?t have sent millions of German lives and the lives of other white people to the gutter for his selfish gain. The fsggot still lost lel;1
Jihad is done for the sake of Allah SubhanahuWaTa'ala, even if the infidels dont like it And a Muslim should not be scared of admitting that, there is nothing wrong in it Its our absolute right.  Dont change the religion trying to make it appear peaceful, they hate us anyway.;1
>>883600020 Agreed. We need to defund the military and police so normal hard working white men can finally genocide feral nigger apes and faggot troony pedophiles.;1
There will be Jihad against the invading and stubborn infidels until the the day of judgement. As for the Israel, israel will be eliminated from the face of the earth by Muslims soon or later Inshallah.;1
Indian ???? PRAIMINSTER You well pay heavily for it     Inshallah Al Jihad ??????????????????? Ghazwa Hind ???????????? Labaik Ya Muhammad ??????????;1
The time has come to wage jihad against the disbelievers.  Inshallah we are ready to give blood.;1
Inshallah we will take revenge. We will kill every single from you . Jihad is the way to teach you that how to Respect our prophet Muhammad saw.;1
Inshallah very soon the youth of Tehreek-e-Labeek Pakistan with the help of Jihad will wave the Pakistani flag on the Red Fort and will keep this arrogant head separated from the body;1
If the government really wants Kashmir and Jerusalem to be free, then wage jihad at the official level and give the leadership of preparing youth in jihad to Hafiz Saad Rizvi.inshAllah  they will soon succeed in this endeavor with the help of Allah ??;1
>>390379054  Spreading subhuman nigger DNA into the superior White DNA gene pool is disgusting and sad.Given the fact that superior ahite genes like intelligence,creativity,physical fitness and physical beauty are always recessive its actually only speeding up the White genocide you dumb fuck.;1
">>390380644 Because the problem is jews, it's always been jews, and for some reason everyone is too afraid to admit that out loud.   This retarded christian/post ww2 mentality where jews are special, oppressed, and must be protected, has resulted in them taking over our countries, becoming the richest people on the planet, and free to perpetrate any insane evil they can think of. From pedophile blackmail rings, to terrorist attacks, to false-flagging wars, to siccing government agents against political foes. They openly and brazenly plot the genocide of every White European person on the planet, no matter their nationality, and no one says a thing even though it's right out in the open. Among themselves they have absolute unity, and morality never factors in. As long as they think what they're doing is ""good for jews"", they'll do it. They'll steal nuclear bombs from America and give them to Russia, for example, because they thought it was ""good for jews"". Right now, hundreds of thousands of White people are dying in Ukraine, again, because it's ""good for jews"".   This is a problem that is never going to be resolved until we have open and honest discussions about jewish supremacy.";1
Americans need to fight so that the liberal jewish system is upheld. Be grateful for the jewish race because it is pushing all great anti-White things like feminism, immigration and White genocide  You are White and you need to fucking be humiliated and killed so that jews can live in peace;1
>>883579352 They simply want all white people dead and will say anything they can if they think they can get you on board with ethnic suicide. There is no interest in objective truth. Just white genocide at any cost. If they can shame you out of white nationalism by saying your dick is small, they'll do it. If they can shame you out of white nationalism by saying police execute niggers all day for fun, they'll do it. If they can trick you out of white nationalism by saying Zionists like DeSantis have your interests in mind, they'll do it.;1
Soon inshallah the Islamic state will water it with the blood of the rawafidah ??????;1
Your blood comes from mutah, inshallah all your women fall slaves to the Islamic state ????;1
You son of mutah and incest, know that the Islamic state is alive and strong, just like we have taken care you in the lands of Iraq, sham and Afghanistan we will not rest until you filthy grave worshippers are eradicated from the face of earth inshallah ??????;1
Inshallah we will turn kashmir into a islamic state#kashmir zindabaad# Pakistan zindabad # Afghanistan zindabad# OIC zindabad;1
Whoever comes in your way as an obstacle to establish Islamic rule in our kashmir cannot be cured without being put to death...?? land of Allah rule of Allah ??;1
The enemies of Islam never rest but Allah?s Mujahid?s will never stop coming for jihad in Allah?s cause inshallah;1
I'm Pakistani Muslim & INSHALLAH one day I'll come to Palestine to do Jihad against israel;1
Jihad will continue until sharia implemented in Pakistan inshAllah! Allah u Akbar ! #Taliban;1
>>390454611 This remains to be seen. I've heard arguments on both sides. He definitely sucks Jewish dick. This much is certain. But his Jewish Oligarchs laundered hundreds of billions out of Russia through HSBC and into Israel. Putin noticed their lack of national spirit. Jews did what Jews always do. They parasite. They didn't invest INTO Russia. And why would they want to see white Christians prosper. The Christcucks just can't seem to understand how much Jews fucking hate them and want them all dead. And Putin is no exception. He like the rest of them all believe they worship the same God with the Jews. They don't. Jews worship Satan in order to ascend to godhood. This is the mission of their messiah and messianic process. It's gnosticism. Lucifer is the archetype for KNOWLEDGE and transformation into higher beings. Jews are transhumanists and whatever they believe about God the creator they don't see themselves in union with him until they ascend to godhood themselves. This is why they are in partnership with Lucifer. It's complicated to say the least. Suffice it to say they call the Torah the Belly of The Snake because like a snake they see it as malleable such that its secrets can be extracted through occult numerology and divination. They see it as WORD magic. Look up the Kabylion. This is the Mystery of Babylon and the core of all liberalism today. Putin like the rest of the Christcucks can't even fathom the occultish depths of the Talmudic Judaism. So it is doubtful that Putin can break through the WORD magic spell over his people invoked by Judaism Sorcery and Usury. The white spirit is too naive to understand the spiritual mechanics of of the Kabbalah Wizards. Putin would have to repent of his wicked degeneracy and call of Christ for revelation to fully Red Pill and liberate his people from the Principality of Judaism.;1
Jihad will come back again inshallah and you will run away in the streets like cattle.  And wait! Surely we ?too? are waiting.?;1
Inshallah Islam will rise from the land of Islamic Emirate of Afghanistan. I am very desparate to see Islam rising again. I want to see Muslims stronger and prosper. #Jihad  #Taliban #Islam #AllamaKhadimHussainRizvi #EagleOfIslam #Afghanistan;1
Yes indeed our Palestinian brothers are doing Jihad to save their land from Zionist settlers. Inshallah they will free their land soon. And yes those died in the jihad will be enjoying their time with Hoor ul ain while oppressors will be burning in hell;1
"For me it's when the hollywood jew put out The Man in the High Castle. The first year or two they put the typical pozzed elements, usually Julia riding the cock carousel to ""find herself"" and be ""empowered"", making the white men either evil or cucked onions boys.   After that though, they inadvertently dropped Julia's shit storyline distractions because they couldn't go anywhere, and instead made John Smith and Inspector Kito the de facto protagonists. It became about them trying to be good fathers to their sons who were bound to duty. They even made John Smith a sympathetic character when he's shown to have joined NSDAP when it's the only viable means to provide for his family, and then backtracking to season 1 and 2 society is shown to be peak comfy, and evile uncle Addie being shown as the rational character who isn't trying to start a war with glorious nippon.   Hollywood jew oops big timed and then rushed to backtrack everything with season 4 to kill the series and have nig nog commies come out of nowhere to win everything.";1
