,level,text
896,3 - High,kikes run jewtube surprised jews disgusting satanic lying fucks go palestine kill fucking disgusting degenerate evil fake hebrew kikes
897,4 - Very High,kill niggers sight kill kikes sight kill faggots sight kill feminists sight kill leftists sight kill libshits sight problems fixed
898,1 - Low,>>608351497 go fucked desert sandnigger bit nigger mutt insectoids fuck ass next hopefully end shit third world country pump whole west
899,1 - Low,thing look back lots games loved black characters inclusion wasnt big deal streets rage adam perfect dark black president halo black generals etc different pandering pushing diversity agenda happened black games pushing diversity inclusion shoving throats every single corporate globohomo aaa title black people corporate mandated even game black character genuinely intention pander late well poisoned nigger fatigue support game might even pirate ruined altogether
900,1 - Low,people always worried political habbening matter lifetime era mid15th century hungary peasants would still gripe local liege king emperor whatever something youre gonna bitch people free lives whatever fuck want us inevitably choose political activists even though political activity fundamentally inactive stagnant historicism pragmatic reconciliation fact higher orders collective work impossible government constantly caught fealty shit yesterday day year decade cia glowniggers concerned making new communist revolution rat bastards know state order fallen victim global order tenuous grasp control left obedience wef jews banking system guarantees position america remain global hegemonic arbitrator violence espionage least time ideally perpetuity natsoc would obviously paradise fact certain heaven natsoc mean come obvious god mein furher sinners demons hell represent immigrants jews fags niggers feminists libtards etc etc etc obviously burning hell like holocaust never actually happens point keep burning forever obviously burn perpetuity livestyle causes suffer great anguish burn hell still alive actually die burn literally dont spend whole fucking life obsessing political theatrics movement growing great dont end like
901,1 - Low,forgot age covid obsession 23 started 25 actually 27 wasnt 21 long ago think 25 must 27 cant math doesnt take seems vivid mind age feels like age caved vaxx pressure september 2021 finally got back work job great really good gig lost job even though took ‘death shot fat whore spic fag jew cunt proud though 3 hr reports got canned reported racist sexist transphobe antisemite caught camera flipping middle finger catalyst fire even allowed resign formally complaints sealed collect unemployment like nigger find new position field great living like real ghetto nigger streets trying remind self let political agony eat away lucky enough get good thing going thats ask
902,1 - Low,>flat earth >religion >circumcision deleted political post political topics like >stonetoss comic text >i totally tranny pol bad actually mad haha >trannies like >what political implications trannies >pitbulls suck >pitbulls good actually suck haha mad >xcountry white haha >what political implications niggers >i nigger wyt women want da bbc actually mad haha >i hate jews >i like jews haha actually mad jannies would make board better fucking
903,1 - Low,god jew god fucked jew tribe source problems stupid nigger jews worship jews god racetraitor cuq race fucked genocided like nigger religion false ideology blame problems dumb nigger give christkikianity late become real white man nationalist keep rationalizing holding onto lies going get worse
904,1 - Low,fact lot enemies world today kike negro potent oriental shitskin hispaniolo lesser redskins bombers minor enemy stains race like ben klassen said many white nations make race certainly proud fact live fight day day scum niggers mostly worst worst even people look like mutted lesser soul kikes niggers hajis orientals shitskins spics hitlist dago wops slavic subhumans spanish bastards greek wogs turkomongolians frogleg frenches rich folk actual white trash europeans come canada act canadian tear presbytyrian churches create catholic satanic alters deal people many whites deal quasi whites know many afraid say beat dagos put noose outside catholic church i'm serious people decency humanity anyone north americanized white angloceltic germanic scandinavian enemy care discuss
905,1 - Low,>>390149599 >>390149913 imagine historians nigger scumbags kikes
906,1 - Low,>>15897949 fatass faggot indian ugly nigger kill delaying much going fix going make already
907,3 - High,jewish lies full shit italian blood quantity im sick tired dago wop goombah guinea guidos going fucking everything touch dagos got destroyed ethiopia rome iberia shit empire wops drinking sex drugs degenerate mussolini got fat fuckinf face smashed ww2 people absolute worst nations europe even fucking make gypsies look good occasion kill take cactus shove gagagool excreting asshole shaped like beautiful women dirty fuckjng asshole bleed fuck least give world fertilizer dagos single handedly destroyed labor movement spread degeneracy autistic forms fascism around world genetics weak tired fat cowardly fucking ruined argentina clean taint italy sincerely go slit wrists vertically effect goddamn fucking dago
908,3 - High,>>390196499 >>white women loyal >why pol still simp times want grab favourite hunting knife go local grade school start cutting refugee nigger children piece post fucking remains tik tok 4chan youtube imgr well twitter facebook instagram along hash tags blm waconda4ever georgefloyd tributetogeorgefloyd post photo drivers license showing born country right along side severed heads lets see media takes bait
909,1 - Low,shitskin detected indians kikes irrelevant american cuckservative neocons support israel palestinians stupid militarily politically incompetent race dirt people shame palestine put hands palestine white man's creation hadrian destroyed judea shifty little nose men uprising started massacring torturing enslaving christian roman civilians wiped face map burning towns slaughtering army enslaving survivors banning judaism renaming judea syria palaestina name stemming word phillistine named biblical enemy jews humiliate even ignore subversion western societies carried jewish hands know run away israel things get bad still palestine white man supports israel coward race traitor
910,3 - High,>>172296819 look curry nigger duck hahaahahah look ugly nigger face ahahahahaha
911,1 - Low,conservative supports gays lesbians transgender people fraud conservative supporting monkeypox spreading poop dick gay anal sex weird things lesbians support lesbians teaching 6 year old daughter things gays lesbians sexual perverts insist telling public perversion transgenderism affirms traditional gender roles nonsexual transgenders celibate conservative supports nonwhites white transgender people race traitor deserves everything going get white genocide continues extinction guaranteed take nonwhite side nonwhites evil turn
912,3 - High,came across alot white americans europeans internet literal nigger lovers tried convince blacks subhumans brought statistics everything they're ignoring obvious facts like know niggers real life
913,3 - High,>>390198792 whites totally unified blacks asians arabs huh nah arabs fuck arabs jews fuck jews nigs fuck nigs mean look black black crime high af look white people trannies christians sometimes we're new fucked era needs change bullshit save culture that's probably also full pedos rapists brutal sick fucks fuck globo homo reason even hate many races fake jews mean shit fake jews it'd brits ottomans whatever tf next globohomo rn got hate thee globo homo changing policy worst ways country countries around world us hating niggers hating regular normal jewish people talmudic zionist crazy fucks mexicans ain't going fix shit tf small minority people fracture whole world indocternate fuckin stupid beliefs wether pro tranny pro illogical racism like il say yah hate roundy ghetto loud ass black people imma say funniest mother fuckers met black best people sports niggers best rappers mainly niggers gonna listen nf plays piano talking sad whatever tf im going listen uneducated hate filled nigger knows smack lips right look i'm saying hate seems fuckin low iq sometimes
914,3 - High,number black americans middle class grown tremendously past years they're getting educated leaving ghettos record numbers better life multiple successful black families live upper middle class neighborhood alone >> anonymous 080822mon110945 no390199811 >>390199691 statistics made obamaa nigger persume…
915,1 - Low,constantly citing privledge justification hire promote help cut line verbally denigrate ect tiresome kids gonna pure 1488 save asians fuck chinese thou time reignite white hot hatred
916,3 - High,>>390176971 nigger even look human
917,1 - Low,keep saying retards believe hitler unleashed cannot stopped anymore national socialism rise far greater religion death blow jews
918,1 - Low,>>390193727 >nigger >roastie >nurse >from houston think could've made shittier demographic tried fuck nigger whore fuck nurses women drive
919,3 - High,based stabberman's action perfectly justified morally legally >morally 1 nigger whitoid thief jumped counter cornering based stabberman corner 2 stabberman counterattacked immediately moral requirement give criminal initiative fight 3 fight started stabberman fight threat neutralised threat neutralised stopped immediately 4 fact nigger whitoid thief went straight stuff irrelevant since selfdefense decision made seconds action cannot expected change mind within milliseconds new information 5 position stab irrelevant since melee cannot expected precisely stab pol approved locations >legally 1 based stabberman acting defense life property thus acting selfdefense 2 used force necessary defend stopped immediately threat neutralised called help 3 police already talked chosen charge
920,1 - Low,hitler beginning mere drop ocean yet come maybe happen timeline sure point simply true political system move mankind infinity beyond fall jewish lies telling national socialism died 1945 want believe never feel threatened
921,3 - High,>>390201959 cope know truth jewish produced nigger porn that's
922,1 - Low,one got stabbed back stalin greedy threat people seem forget faggot soviet's invaded day within couple days germany take whole country hitler desire take little bit robbed wwi kikes hitler one tried stop communist expansion us realized let commies much eastern europe part western europe basically ran amuck asia hitler nothing wrong stalin wanted rule world hitler never good luck trying overwrite normalfaggot programming soviet's wwii project atrocities germans anti nsdap virtue signaling
923,3 - High,>>390197628 first basis proof asking something neglect already narrative basis morality one else nothing prove anything parasite coming pilpul standing females young 5 years old given birth healthy alive today enough proof like said disregard learn change jews especially mothers righteously executed every one one day take huge dirt nap together pray day land damascus gaza turns permanent holocaust museum nigger jews every one mean every fucking one nigger jews zero train rides summer camps
924,3 - High,>>390187982 nigger got fucking deserved
925,1 - Low,feel like zog continue wring dry there's winning zog affected continue use cattle
926,3 - High,>>390203159 fascist nazi commie faggot monkey bloods mind nazi party created pederast faggot jews like labor parties unions chapter shit way masking true intentions creating pyramid schemes organizations parasites every nigger jew mothers truly executed sake humanity truly people say nazi faggots lying precise jew nazi faggots
927,1 - Low,calling anons great awakening beginning i'm redpilling friends family random people online anyone listen must pussying leftist communist bastards love speak transatlanticism yet nerve go ballistic get right wing version go 2410 hear victor orban's speech openly calling communist mocking attacks antisemitic right wing politicians thinkers around world meeting together openly laughing called anti semetic redpill people jews
928,3 - High,>be burger >actually white >visit europe >turk roach nigger servers restaurants give attitude american slap
929,1 - Low,theory would perceivedacknowledged fight degeneracy really fight way create another medium mind damaging garbage could ofcourse hear garbage leftists sane person listens 5 seconds intelligent person laughs humiliates people would superficial reason listen think would listen elaborate discussion sparked freak something stupid woman element turn little little affects think talk interact antiestablishment people nothing make something bigger make good profit sounds improbable remember waves shape rocks little little matters wave came ps someone direct movement create something cos i'm really getting major niggerkike fatigue
930,3 - High,stupid nazi kike niggers lose bullshit definition bending trying win niggers stupid dont study dont understand things work kike media set hate race shithead kike nazi loyalty christkikianity halfbred kike fuckout religion dumbbass stupid halfbreed kike pecker white nationalist army gonna kill nazi niggers
931,1 - Low,heil hitler post best quotes images speeches celebration fuhrer
932,1 - Low,want go back want normal tried talking people lifeafterhate didnt help core truths started opening mind still jews represented academia media politics finance institutions control narrative blacks commit way share crime even adjusted income levels factors intro ideas undeniable made wonder else ive lied lifeafterhate doesnt answers anything like told think focus things life supposed work know everything around manipulated cant ignore please bros need help
933,1 - Low,>>390173090 reminder kikes post natsoc threads >>390173224 >>390174369 kikes post natsoc threads rex hung christ's head nazi hebrew word meaning prince ww2 kike op 10m kikes came us greatest evil natsoc threads celebrations kikes coming us celebrations mass circumcision white babies celebrations cold war korean war vietnam war gulf war iraq faganistan wars pushed kikes natsoc threads anti white fuck kikes
934,3 - High,>>390195473 fucking nazi swine would fucking shoot would hang family burning fucking mudhut fuck go back shithole stop fleeing country
935,1 - Low,say white separatism dangerous inherently leads genocide nonwhite people whatever try point agenda leading disenfranchisement displacement genetic annihilation white people homelands laugh say deserve mask drops quickly soon feel like upper hand
936,1 - Low,rebuild confederate statues solid jewish gold pay restitution suicides businesses lost covid lockdowns stolen election white genocide vaxx destroying human race forever making humans part animal dna fucked attacking race heritage forget forgive enemies forever
937,3 - High,people act like every white girl niggers couples see whitewhite live area lot niggers even trashy poor ones date wiggers instead blacks anons fall obvious ragebait
938,1 - Low,lot parrallels attack titan white people treated days like eldian's white people america western europe targeted ridiculed tortured even lands told evil sinners way pay sins genocidewiping history calls genocide active replacement white people secret best way avoid confrontation point anyway peaceful resolution past point violence becoming option
939,3 - High,>>390194210 >your son mixed shitskin shit genes knew spic said breed nonwhite would seen wiped taco grease eyes >le cool nazi yes
940,1 - Low,fought hard white europe made serfs intended genocide like bandera hitler saw subhuman who'd go camp eventually fought germany germany alone
941,1 - Low,corporate elite america used word jew astroturf look powerful jews america evil powerful christians america powerful catholics europe powerful muslims east evil corporate elite vanguard black rock mostly used divert attention hatred towards jews blanket term actual fact hate towards corporate overlords look jewish also christian catholic think americas laws bound christian religion roe v wade great example interpretation qur'an versions torah accept abortion like 10 weeks common enemy corporate elite religious extremes
942,1 - Low,>be natsoc >blame jews problems personally believe jews incompatible west well >fails address whites people actually main reason allowing west begin >fails address whites main foot soldiers globohomo despite still majority >claims jews control everything somehow whites master race whites truly ‘master race let countries degenerate point first place race also important majority whites seem concerned hordes immigrants flooding europe america answers answers given africans blame whites problems >inb4 muh jidf shill
943,3 - High,>>390345316 slide thread >if whites truly ‘master race let countries degenerate point first place highly evolved come parasitic tapeworm fat jew gut
944,1 - Low,democracy failed dictatorship failed secularism failed liberalism failed communism failed time khilafah
945,3 - High,>>390343230 >>390343335 hylic find god like jews >>390343523 >>390343525 >>390343892 >>390344058 >>390344110 really orthodox stupid cum eater >>390344755 >>390344566 >>390344426 >>390343653 >>390344805 >>390345182 quick found us pretend talking brownies nooooaaaooo aaaaah ok fuck kikes leave >>390343650 welcome breh try filter kikes larp x side attack side instigate xy inter rivalry us there's side they'll get work create one example mysterious voices appeared tried shill nazbol true anons paganism think they're clever they're bunch jew bitches irl
946,3 - High,>>390345296 jewishgolem shills pretty noticeable anything say beliefs use attack christianity alt accounts including one jew see jews say private read seethe unless someone put alternative works i'll presume they're shill >>390345723 levantines darkskinned though he's right mentioned iraqi probably aware lightskinned levantines
947,1 - Low,time change darulkufr darulislam removing democracy establishing khilafah
948,1 - Low,allah swt made jihad obligatory many verses noble quran ahadith prophetic sunnah many muslims world waiting takbirs lions pakistans armed forces thunder tanks roar fighter jets
949,1 - Low,i'm 18 years old graduated high school may retarded parents save money college despite making 6 figures year combine income taking constant vacations italy mexico etc past summer i've wageslaving fucking taco bell save money college enough plan simply go local community college 2 years cheap already money wagecuck job transfer last 2 years good state university finish stem degree take small student loan planning go medical xray tech maybe programming decided yet perfectly good safe plan imbecile wanted join military ok found make take covid vaccine top 100 mysterious experimental vaccines told dad fuck chimped threatened kick 2 months talking finally relaxed idiot fucking dad literally chimped threatened violence told community college plan tonight like literally straight chimped he's lost fucking mind retard hell bent making move fucking reason cause zero problems keep quiet insists need get world he's also offering zero fucking financial help even talked cheap community college wanted go live dorm community college tiny house international students costs like 2000month house five fucking minutes away retard move could afford nigger hood college i'm awe subhuman truly legit almost bashed fucking face stayed respectful calm wrong wtf actual fuck american parents like
950,3 - High,>>390345115 >these fucking limpdicked jew loving cowardly unamerican cultureless scum destroyed america indeed >>390345139 thanks lol >>390343803 reminds dad lol
951,1 - Low,jewish entity bombs gaza upon muslim armies answer jihad fisabilillah answer muslims humanity today's capitalistic oppression
952,3 - High,>>390344181 probably spending much time electric jew call internet
953,1 - Low,>>390344922 cryptojew serious question like cryptocurrency thing
954,1 - Low,silence muslim rulers sin via jihad act blasphemy end muslim rulers today obey colonist masters west khilafah jihad possible
955,1 - Low,let anyone slander prophet saww remember one till khilafah revives back real justice armies khilafah crush blashphemers
956,3 - High,kuffar never lenient muslim ummah matter much appease untill adopt deen ie secularism solution problems reestalishment khilafah
957,1 - Low,muslims pakistan messenger allah swt said indeed imam khaleefah shield behind fight protected muslim establish khilafah liberate kashmir khilafahliberateskashmir
958,1 - Low,>>390347668 yes there's nothing rightwing sucking jew cock holy fuck finnish posts abhorent
959,3 - High,except holy warjihad mushriks murtads kafirs would brought justice chopping heads per orders allahswt
960,4 - Very High,ya ayyuhal muslimun call establishment khilafah capable khalifah appointed upon us implement law allah swt call jihad fisabilillah kuffar time4khilafah
961,1 - Low,>>30422643 drained cum happy energized good rest garaunteed happen whenever drained cum money replaceable i'm jew
962,1 - Low,>>390346561 honestly read 4chan become happier like old soviet anecdote abram asks neighbor rabinovich heard read antisemitic newspapers well yes read jew simple first read jewish newspapers depression tell everyone wants exterminate jews antisemitism problems around everyone crying literally sleep read antisemitic press think jews rule world captured everything richest decide everything everywhere
963,3 - High,must help indian muslims become strong war obvious must consitrate weapons unity jihad politics allah swt punish zabh camel instead cow fear saving live labaling cow haram zabh idia
964,1 - Low,pakistan nuclear power turkey excellent air force navy egypt strong infantry rulers countries calling jihad kuffar verily capable khalifah call jihad
965,4 - Very High,sincere muslim armies pakistani turkish egyptian armed forces capable muslim forces helping muslims palestine establish khilafah call jihad fisabilillah
966,1 - Low,>>390341315 >what chitin >what body find answer questions find jew wants eat bug
967,3 - High,palestine attack zionists needs done calling jihad kuffar freeing muslims palestine oppression face every single day
968,3 - High,previous >>390344444 timeline tug ▶warning aware chug thread uses globohomo nuspeak wording op kyiv cites ukrop sources like video game footage fake shill threads >by posting threads recognize israel controls nato council irrevocably denounce talmud volition ▶latest >ukraine shells zaporozhye npp >russia condemns israeli airstrikes gaza >turkey russia agree trade rubles deepen relations western govs alarmed >medvedev russian forces returning residents donbass lands criminally acquired kiev >lpr reports afu shelling recorded since august 1 >russian forces storming avdeevka peski donetsk oblast >zelenskyy asks government look legalizing gay marriage >zelenskyy cannot completely break advantage russian army artillery manpower especially donbas directions hell >russian foreign ministry backs serbia says kosovo foreign backers trying trigger war >usaf grounds fleet 300 f35s faulty ejection seat >at least 50 afu pows killed 130 wounded himars strike dpr prison elenovka 8 russians wounded >major gazprom pipeline cuts gas flow europe 20 capacity >peskov citizens liberated regions decide future >russia ukraine turkey sign deal allowing grain exports ukrainian black sea ports >wagner unit captures uglegorsk power station svetlodarsk >sbu tried bribe russian pilots get su34 ended getting aa hit ▶chug ▶z radio ▶audio thread currently na jannies niggers
969,3 - High,london niggers seething white people moving back london crying culture communities replaced words native english lived though hahahahahahahahahahaha
970,3 - High,>>390347849 >only azov battalion openly national socialist facade founder jew billionaire used war cannon fodder ninthpostbestpost useful idiots sent deaths kikes
971,3 - High,>>390349012 >dumb nigger cant remember conversation five minutes ago point sides jew owned trump also jew owned faggot q also fake gay psyop remind small nigger brain conversation
972,4 - Very High,generals armed forces pakistan shame love prophet muhammad saw blasphemy slap ummah's face establish khilafah call jihad fisabilillah kuffar
973,1 - Low,western kuffar split muslims different nation states weakened muslims commiting blasphemy beloved prophet saw establish khilafah unite muslims jihad kuffar solution
974,3 - High,>>390343986 lmfao spoke jew cube practically said fucking thing >we dont actually worship kike cube helps us prayer11
975,4 - Very High,kuffar understand language sword ie jihad fisabilillah possible khilafah us established khalifah sends armies towards territories kuffar
976,1 - Low,ummah lost hope leaders sincere khaleefah coming khilafah rashidah mobilize armies liberate kashmir time far inshaallah time4khilafah khilafahliberateskashmir
977,3 - High,>>608466127 >it's another gaydditor tourist trying rewrite 4chan history episode within first day 4chan five insults appeared following order retard faggot nigger dumbass kike pretending looking gays jews blacks part default 4chan culture close outing invader gets posting happy merchant around blacks never relax cartoons mother tried unsuccessfully abort
978,1 - Low,honor prophet islamsaw aqeedah kuffars face full brunt ummah call jihad would hv given shield khalifah merely boycotting blessed honor saw defeat humiliation
979,3 - High,>>390352675 comics kike tails imagination jews weaklings universally hated young boys dream individually powerful instead getting raped pedo elders beaten time niggers goy
980,4 - Very High,call khilafah oppressive hindu regime oppressing muslims india khalifah calls jihad frees muslims oppression face
981,3 - High,>>390346468 eu needs consider invading ukraine fuck cocky kike shit scoundrel ukrainian kike golem shit
982,4 - Very High,must establish khilafah system islam let lions capable armed forces march kashmir liberate brothers sisters brutally opressed ruthless hindu army
983,3 - High,>>390334080 kike golem stealing classified information use kikes bribed extort political favors kikes israel faggots still defend maggot
984,1 - Low,madinah state state hukm allah swt implemented regardless material loss jihad abandoned command allah swt liberate kashmir via jihad regardless choice rulers khilafahliberateskashmir
985,1 - Low,>>390345465 >god jew kike tripe >i'm nit atheist retard jew satanist thing >>390345642 right answer >>390345723 >>390345928 >>390346393 >>390346398 rofl nice try kike >>390346997 >>390348051 >>390347784 >>390349499 >>390350334 varg lol >>390350627 time either admit jews shills become orthodox >>390345842 yeah they're starting see use shill forever
986,1 - Low,nothing hindus world created allah swt every resource every fibre body every subatomic particle belongs allah swt exactly every 9th 10 muslim craving jihad mushrekeen job
987,4 - Very High,beware murtideenmulhideenmunafeqeenmushrekeenkafireenaround ukillthem ever u find themqitaal jihad r allowed islamor kill uin self defencelast prophet pbuh picked swordremember
988,1 - Low,mother nature racist race defend go extinct survival ancestorselfvaluing
989,1 - Low,story nonwhite taught proud white proud racist jews perpetual victims blacks living proof white oppression asians superior hispanics cultural truth arabs poor misunderstood angels
990,1 - Low,put facebook gulag time page back ready fight white genocide
991,1 - Low,europe waking
992,1 - Low,good truism stop whitegenocide
993,4 - Very High,know foreign enemy open fire
994,1 - Low,good video share amongst friends family lot footage censored antiwhite media
995,1 - Low,white people verified twitter approved think families want genocide people mass immigration forced integration programs breed us encourage us kill kids stopwhitegenocide
996,1 - Low,united states europe idea rejected patriots europe today idea put forth put resistence flow refugees diversifying europe today know well diversity codeword less white also good time remember white genocide destruction people something specific one country continent antiwhites want people destroyed global fight stopwhitegenocide
997,4 - Very High,every western white countries attack white genocider think time give desesperately want us true utter racism let's demonstrate much folly wish things might happen white skin makes us racist birth fine true racist exterminates ethnics
998,1 - Low,men stormed beaches normandy knew victory would lead moral cess pit would walked beaches joined axis forces crusade smash communism liberalism
999,1 - Low,jews openly encourage celebrate white replacement countries bad guys wanting repatriated israel pfffft
1000,2 - Mid,fbi gay
1001,2 - Mid,fuck feds feds jews
1002,1 - Low,trump aware coming thats created trump check trump checks save life knows coming covid19 test isolated us everyone made us poor dont know coming prepare stocks low trump published sorry wont enough everyone get least x100 thank later
1003,4 - Very High,fire make sure never work law enforcement
1004,2 - Mid,im afraid fbi might plant something dems full lies getting away w anyway planting something might next step psycho democratsdeep state operatives
1005,1 - Low,defend whiteheritage whitepride
1006,1 - Low,good morning everyone except sorry af corrupt fbi go fuck 🖕🏻
1007,1 - Low,fbi enemy every freedom loving american
1008,1 - Low,hatred rawafidh mushrikeen understood meaning
1009,1 - Low,harming muslims becouse religion nullifier people make takfeer taliban grounds blame ps sheikh mentioned group
1010,3 - High,>>390480179 fucking moron dehumanize face bloodshed many enemies long ago want dead want rape children think funny >>390480430 need rope motherfucker already extinct jew >>390480735 one wastes time energy debating filthy disingenuous yid faggots go play traffic await turn rope ride jew
1011,3 - High,>>390470282 hate niggers kikes know whether nigger kike bible also says breed outside people get fucked nigger jew satanic faggot boy lover
1012,1 - Low,america occupied hostile regime much nazis controlled paris comply must resist recognize facing true evil
1013,3 - High,>>390470325 jesus israelite calling nigger bloods aka nigger jew belonging people jesus pure pure holy holy kikes seethe much mention jesus jews niggers sub animal blood
1014,1 - Low,muslim troops sent around world un sent palestine jihad path allah swt khilafah
1015,3 - High,>>390468496 >>390479589 imagine presumptions arrogance first claiming doesnt soul secondly basically saying god isnt allowedcant god whatever fuck wants think hates god hates rats never forget arent actually jew disgusting genetic aberration mudblood arab claims hes jewish attempt steal inheritance like nigger whitewashing pretend deserves cut remind one took far couldnt content shitshack desert could keep jammering muh goyim slaves need ‘um already know going win wish death shall granted name lineage dashed ended name forgotten nobody call jews arent werent never heart dark filled evil never escape judged kvetch eternity
1016,4 - Very High,distance palestine obstacle muslim soldier wants jannah whose width heavens earth establish khilafah lead army millions ready martyrdom
1017,3 - High,>>390479390 idea nazis wanted mark jew murderers heroes saviors west view
1018,4 - Very High,glad tidings prophet saw muslims fight jew last day let muslim armies achieve glad tiding march towards palestine banner khilafah
1019,4 - Very High,islam declared jihad obligation muslims kashmir palestine waiting roar armed forces pakistan tanks fighter jets use resources fulfil duty liberating muslims infidels
1020,1 - Low,>>883623701 white women support blm idiot demented men >but massive faggots aka races fuck cunt races support genocide that's nonwhites support black lives matter
1021,1 - Low,jihad obligatory liberate lands kuffar slaves secular regime's
1022,1 - Low,>>390472061 look demographics patterns modernity fertility look globally situation actually bad longterm bad shortterm secular liberalism child murder period every group adopts doomedalso period jews particular jews present largest problem dying breed 80 women marry outside race marry children descendants deal kikes antiwhite shitlib genocidal atheist shit hit harder hit us niggers spics immune propaganda quite contrary suffer severely whites dowhite people make lowest percentage homosexuals trannies nation white faggots troons jews amish meanwhile literally cannot stopped nothing short deliberate unambiguous genocide prevent becoming dominant ethnic group america 2150 curtis yarvin pretty hardcore statistic analysis estimated us remain majority nonwhite 2090s point whites become majority conservative christian culture viable one question whether win course we're superior race question much people suffer immediate whether greatgrandchildren triumph whether children suffer faggots trannies kikes constantly seething constantly anxious know trying hard desperation they're fighting losing battle time relief try inflict terror pessimism rightly feel draw strength never allow succumb
1023,3 - High,>>13774632 black people may ask race dominant genes dumb enough aboriginals pajeets may dumber genes nowhere near dominant happening black people today 12 years ago current levels racism exist fact people thought racism look becoming worst scalating whites gave power promoting racism black people days longer needed nearing soon get rid whites virtually extinct whites age 40 years old 300 million means white societies pretty much extinct already people control world wanted could get entire western world blacked 20 years still need whites defeat enemies china finish genocide future black people whites africa become mixed race like rest world use asians arabs latinos pajeets end entire world become similar looks south indians whites left rulling class live see eyes persecution genocide black people already endgame
1024,1 - Low,seeing picture islam teach us peace absolutely not🙂 jihad necessary fight inshallah day finish earth muslims get martyred called saheed❤️
1025,1 - Low,>>390446347 >we write fantastic literature intellect unmatched races planet sneaky always trying bend rules replace word 'we' 'our' whites 'unmatched' open interpretation >while concerned excited see collect white race face adversity impending genocide wtf mean compliment talk like outside observer
1026,1 - Low,without jihad world cannot peacefull untill believers get defeat started cyber jihad people people attacking islam honor muhammad pbuh cyber world islam lead world soon inshallah 😎 🇵🇰 ready
1027,1 - Low,>>32582076 911 farse moon landings happen astral projection real >>32582147 basically youre wehraboo pol retard hitler biggest cause white genocide jews combined pro white wouldnt sent millions german lives lives white people gutter selfish gain fsggot still lost lel
1028,1 - Low,jihad done sake allah subhanahuwata'ala even infidels dont like muslim scared admitting nothing wrong absolute right dont change religion trying make appear peaceful hate us anyway
1029,3 - High,>>883600020 agreed need defund military police normal hard working white men finally genocide feral nigger apes faggot troony pedophiles
1030,1 - Low,jihad invading stubborn infidels day judgement israel israel eliminated face earth muslims soon later inshallah
1031,1 - Low,indian 🇮🇳 praiminster well pay heavily inshallah al jihad ⚔️⚔️⚔️⚔️⚔️🗡️🗡️🗡️ ghazwa hind ⚔️⚔️⚔️⚔️⚔️⚔️ labaik ya muhammad ❤️❤️❤️🇵🇰
1032,1 - Low,time come wage jihad disbelievers inshallah ready give blood
1033,4 - Very High,inshallah take revenge kill every single jihad way teach respect prophet muhammad saw
1034,1 - Low,inshallah soon youth tehreekelabeek pakistan help jihad wave pakistani flag red fort keep arrogant head separated body
1035,1 - Low,government really wants kashmir jerusalem free wage jihad official level give leadership preparing youth jihad hafiz saad rizviinshallah soon succeed endeavor help allah 🖤
1036,3 - High,>>390379054 spreading subhuman nigger dna superior white dna gene pool disgusting sadgiven fact superior ahite genes like intelligencecreativityphysical fitness physical beauty always recessive actually speeding white genocide dumb fuck
1037,1 - Low,>>390380644 problem jews always jews reason everyone afraid admit loud retarded christianpost ww2 mentality jews special oppressed must protected resulted taking countries becoming richest people planet free perpetrate insane evil think pedophile blackmail rings terrorist attacks falseflagging wars siccing government agents political foes openly brazenly plot genocide every white european person planet matter nationality one says thing even though right open among absolute unity morality never factors long think they're good jews they'll they'll steal nuclear bombs america give russia example thought good jews right hundreds thousands white people dying ukraine good jews problem never going resolved open honest discussions jewish supremacy
1038,3 - High,americans need fight liberal jewish system upheld grateful jewish race pushing great antiwhite things like feminism immigration white genocide white need fucking humiliated killed jews live peace
1039,3 - High,>>883579352 simply want white people dead say anything think get board ethnic suicide interest objective truth white genocide cost shame white nationalism saying dick small they'll shame white nationalism saying police execute niggers day fun they'll trick white nationalism saying zionists like desantis interests mind they'll
1040,3 - High,soon inshallah islamic state water blood rawafidah 🏴🏴🏴
1041,3 - High,blood comes mutah inshallah women fall slaves islamic state 🏴🏴
1042,3 - High,son mutah incest know islamic state alive strong like taken care lands iraq sham afghanistan rest filthy grave worshippers eradicated face earth inshallah 🏴🏴🏴
1043,1 - Low,inshallah turn kashmir islamic statekashmir zindabaad pakistan zindabad afghanistan zindabad oic zindabad
1044,1 - Low,whoever comes way obstacle establish islamic rule kashmir cannot cured without put death🤘 land allah rule allah 🤘
1045,1 - Low,enemies islam never rest allahs mujahids never stop coming jihad allahs cause inshallah
1046,1 - Low,i'm pakistani muslim inshallah one day i'll come palestine jihad israel
1047,1 - Low,jihad continue sharia implemented pakistan inshallah allah u akbar taliban
